2017-02-13;linux;2901736;pro-hr;IT Test Engineer /Automated Tests/
2017-02-13;linux;2901729;pro-hr;Low level C SW engineer
2017-02-13;linux;2901576;s-t-slovakia;DevOps Engineer
2017-02-13;linux;2901510;grafton-slovakia;Ovládaš nemecký jazyk a orientuješ sa v IT oblasti? (Ref. č.: 1-10-22307/PF)
2017-02-13;linux;2117125;itjobs;Test developer (Linux, skriptování) (Ref. č.: 6031)
2017-02-13;linux;2901293;euroview;Systémový špecialista (správa webových aplikácií)
2017-02-13;linux;2901181;drill-b-s;Tester for the world best meteorological company!
2017-02-13;linux;2901133;adecco-slovakia;Senior Java Developer
2017-02-13;linux;2899591;gas-product-services;IT špecialista
2017-02-13;linux;2817540;seiteq;Linux Web developer (Front End)
2017-02-13;linux;1878058;vnet;Sieťový administrátor
2017-02-13;linux;2899705;swan;Administrátor IT
2017-02-13;linux;2899658;lugera-makler;SW Developer Junior (Ref. č.: PR/018151)
2017-02-13;linux;2899554;narodne-centrum-zdravotnickych-informacii;Správca systémov (Linux)
2017-02-13;linux;2698665;tempest;Systémový a aplikačný administrátor
2017-02-13;linux;1579416;grain-slovakia;Senior tools developer / Senior PHP programator
2017-02-13;linux;2898246;grain-slovakia;Junior SW Tester (manual testing)
2017-02-13;linux;2898228;seiteq;Solution Architect Software House
2017-02-13;linux;2898153;seiteq;Junior SAP basis Administrátor
2017-02-13;linux;2898129;innovatrics;AFIS Support Specialist
2017-02-13;linux;2898095;seiteq;Linux špecialista pre OneCloud! Support novej generácie hybridného cloudu!
2017-02-13;linux;2896322;amazon;Systems Engineer
2017-02-13;linux;2898018;pro-hr;IT Support Administrator
2017-02-13;linux;2897938;ibm;DevOps Lead
2017-02-13;linux;2897838;seiteq;Developer specialist for SAP basis (Operations department)
2017-02-13;linux;2897779;mikulas-partners;C/C++ developer
2017-02-13;linux;2661526;manpowergroup-slovensko;Hľadá sa anglicky hovoriaci obchodný asistent s technickým zameraním!
2017-02-13;linux;2897748;seiteq;Sr. Technical Architect, Backup & Recovery Service
2017-02-13;linux;2713084;itjobs;Perl programátor (kompletní zaškolení) (Ref. č.: 6299)
2017-02-13;linux;2765156;grain-slovakia;Java QA Engineer
2017-02-13;linux;2898053;jobs-contact-consulting;IT Správce/Podpora - AJ, Korporát (26-40.000 Kč)
2017-02-13;linux;2842545;pro-hr;Java/Hadoop Programátor (big data projekty)
2017-02-13;linux;2895680;adecco-slovakia;Analytik testovania
2017-02-13;linux;2894284;adecco-slovakia;Systémový administrátor/ Žilina
2017-02-13;linux;1582462;pantheon-technologies;Software Engineer Python
2017-02-13;linux;2896285;csob-financna-skupina;Špecialista pre operačný systém Linux pre ČSOB Bratislava
2017-02-13;linux;2822121;slovanet;Špecialista sieťových služieb
2017-02-13;linux;2896212;adecco-slovakia;Network Specialist (BIND DNS solutions)!
2017-02-13;linux;2896197;itjobs;Programátor komunikátorů C/C++ (Linux) (Ref. č.: 6379)
2017-02-13;linux;1369597;grain-slovakia;Network Tools Engineer
2017-02-13;linux;2851436;itjobs;Specialista technické podpory (2nd level, Linux) (Ref. č.: 6370)
2017-02-13;linux;2896072;euroview;IT podpora s nemeckým jazykom
2017-02-13;linux;2344429;danube-soft;Java Developer (Ref. No.: DS2017011724)
2017-02-13;linux;2895895;sunteq;Špecialista pre multimédia
2017-02-13;linux;2895840;lugera-makler;HTML/CSS Designer/Coder (Ref. č.: PR/016009)
2017-02-13;linux;2895811;csob-financna-skupina;Java vývojár
2017-02-13;linux;2895628;trexima-bratislava;Senior PHP Developer
